comment_id,video_id,author_name_hash,comment_text,published_at,like_count,reply_count,parent_comment_id,language_detected,source,created_at
UgxPGkwDo5O4Zx3GoTp4AaABAg,0ssucYoYtYE,df4573f62098dee5,2mt,2025-06-26T05:29:10Z,0,0,,en,youtube,2026-01-14T13:23:10.524378
UgxWt5UlDNSv98Yurhx4AaABAg,0ssucYoYtYE,8425c986ef377fbc,5mt,2025-06-26T04:48:19Z,0,0,,en,youtube,2026-01-14T13:23:10.524388
UgxSzZP5ynxVBDTYjfN4AaABAg,0ssucYoYtYE,2208b3df42d037fc,2mt,2025-06-26T04:46:17Z,0,0,,en,youtube,2026-01-14T13:23:10.524398
UgwbVs3ZaNCX4617WiN4AaABAg,0ssucYoYtYE,ad0ecb02eedef1c7,1mt,2025-06-26T04:21:32Z,0,0,,en,youtube,2026-01-14T13:23:10.524408
UgzC3siHjixo-yt0feB4AaABAg,0ssucYoYtYE,4f51e98469619806,1mt,2025-06-26T03:53:15Z,0,0,,en,youtube,2026-01-14T13:23:10.524418
Ugza2Uz3-cV8rfiyL6p4AaABAg,0ssucYoYtYE,c36b758c58e36106,3mt,2025-06-26T03:42:26Z,0,0,,en,youtube,2026-01-14T13:23:10.524428
UgwpUK7S2pLUfE-CNUF4AaABAg,0ssucYoYtYE,0255ebab80150efd,2mt,2025-06-26T03:42:16Z,0,0,,en,youtube,2026-01-14T13:23:10.524437
UgwFlGSdo6XMBseu2rR4AaABAg,0ssucYoYtYE,0c43e4dfa2b01bf1,4mt,2025-06-26T03:31:51Z,0,0,,en,youtube,2026-01-14T13:23:10.524447
Ugz3Z4fs0L8G6CiOFzZ4AaABAg,0ssucYoYtYE,3a87c77d4f04ff0e,5mt,2025-06-26T02:57:19Z,0,0,,en,youtube,2026-01-14T13:23:10.524456
UgyL_oNA6QAz1bgH3xl4AaABAg,0ssucYoYtYE,ae8c55187ead6794,1mt,2025-06-26T02:53:13Z,0,0,,en,youtube,2026-01-14T13:23:10.524466
UgyCUFaDK-hDHOIQgVF4AaABAg,0ssucYoYtYE,cb7f99eaed78eec4,2mt,2025-06-26T02:49:59Z,0,0,,en,youtube,2026-01-14T13:23:10.524476
UgwnBf7H4ywNNY8ERjd4AaABAg,0ssucYoYtYE,bd09f3185f9ae411,2mt,2025-06-26T02:49:17Z,0,0,,en,youtube,2026-01-14T13:23:10.524486
UgybUh2QC6a00kcmuT54AaABAg,0ssucYoYtYE,63216bd23d606213,1mt,2025-06-26T02:41:34Z,0,0,,en,youtube,2026-01-14T13:23:10.524495
Ugx1DBzX46qq60OFFVt4AaABAg,0ssucYoYtYE,883c8a0cab4c74eb,3mt,2025-06-26T02:40:35Z,0,0,,en,youtube,2026-01-14T13:23:10.524504
UgytQ1inFV3vcFcv0V94AaABAg,0ssucYoYtYE,cbd5be4d35be4545,3mt,2025-06-26T02:37:10Z,0,0,,en,youtube,2026-01-14T13:23:10.524514
Ugw_gkNd7ZOC4gU25BJ4AaABAg,0ssucYoYtYE,95716c68b1cbcece,4mt,2025-06-26T02:29:28Z,0,0,,en,youtube,2026-01-14T13:23:10.524524
UgzF9779OJ0fBjxqEBF4AaABAg,0ssucYoYtYE,2208b3df42d037fc,1mt,2025-06-25T07:14:59Z,0,0,,en,youtube,2026-01-14T13:23:10.524533
UgxKJ4g1UMv-wniWqER4AaABAg,0ssucYoYtYE,01a969d6122a1f79,3mt,2025-06-25T06:08:28Z,0,0,,en,youtube,2026-01-14T13:23:10.524543
Ugw6qr4d9yGYtaORP954AaABAg,0ssucYoYtYE,22c9e820e0b4e1a3,5mt,2025-06-25T05:42:11Z,0,0,,en,youtube,2026-01-14T13:23:10.524552
Ugxz5TqByvbfAXRiVbl4AaABAg,0ssucYoYtYE,13b39f15ff7e0898,5mt,2025-06-25T05:11:19Z,0,0,,en,youtube,2026-01-14T13:23:10.524562
UgwiLBHW9mYVqu7E1oZ4AaABAg,0ssucYoYtYE,5f0a10825d2da733,5mt,2025-06-25T05:02:27Z,0,0,,en,youtube,2026-01-14T13:23:10.524572
UgwW4_zyvU0hOWuEDKR4AaABAg,0ssucYoYtYE,8b4ccc2ac04b0a85,3mt,2025-06-25T04:57:15Z,0,0,,en,youtube,2026-01-14T13:23:10.524581
UgztwsjPL2c1imVpkW54AaABAg,0ssucYoYtYE,e83ab82ee0e394fa,5mt,2025-06-25T04:55:11Z,0,0,,en,youtube,2026-01-14T13:23:10.524590
UgwFhmesOIMC2yGHagN4AaABAg,0ssucYoYtYE,b89b4a2bae455220,2mt,2025-06-25T04:46:39Z,0,0,,en,youtube,2026-01-14T13:23:10.524600
Ugx2CiFn05aRh1H27QV4AaABAg,0ssucYoYtYE,dadd62bedb2cf099,2mt,2025-06-25T04:32:51Z,0,0,,en,youtube,2026-01-14T13:23:10.524610
UgxAh8QsuEF0ocGWlhJ4AaABAg,0ssucYoYtYE,c10c8229cfe2c172,4mt,2025-06-25T04:31:00Z,0,0,,en,youtube,2026-01-14T13:23:10.524619
UgxwuSMtPkEp0R-NcLl4AaABAg,0ssucYoYtYE,f1495c0253992846,2mt,2025-06-25T04:09:42Z,0,0,,en,youtube,2026-01-14T13:23:10.524628
Ugz5MsHYpmCSbmMCs-14AaABAg,0ssucYoYtYE,b3c6f13ed32168ee,4mt,2025-06-25T03:52:45Z,0,0,,en,youtube,2026-01-14T13:23:10.524638
Ugw2sb7wsm5T2g_V2V54AaABAg,0ssucYoYtYE,0c43e4dfa2b01bf1,2mt,2025-06-25T03:50:26Z,0,0,,en,youtube,2026-01-14T13:23:10.524648
UgyHCwEyRsdoc6hvpvt4AaABAg,0ssucYoYtYE,f8db8fb1ba2b149a,4mt,2025-06-25T03:45:40Z,0,0,,en,youtube,2026-01-14T13:23:10.524657
UgwO0tWNuEtNtlUOGGZ4AaABAg,0ssucYoYtYE,5df3b19ac9072e12,3mt,2025-06-25T03:34:12Z,0,0,,en,youtube,2026-01-14T13:23:10.524667
UgzmbCEJDNesFODYCA54AaABAg,0ssucYoYtYE,824a0e74d0ad8578,1mt,2025-06-25T03:31:42Z,0,0,,en,youtube,2026-01-14T13:23:10.524677
Ugw1Izci4he6GhvUtZZ4AaABAg,0ssucYoYtYE,c7585b3587befbf1,3mt,2025-06-25T03:24:46Z,0,0,,en,youtube,2026-01-14T13:23:10.524686
UgxoUrt5Ig5N21Y-8cR4AaABAg,0ssucYoYtYE,df5840b686d85147,5mt,2025-06-24T17:01:02Z,0,0,,en,youtube,2026-01-14T13:23:10.524695
UgzTbISiT20t4_UDqoJ4AaABAg,0ssucYoYtYE,4e95dc852f5d9b33,1mt,2025-06-24T17:01:00Z,0,0,,en,youtube,2026-01-14T13:23:10.524705
UgxgNh5M_UjOSvzLPIl4AaABAg,0ssucYoYtYE,69ed9ce9e2458e13,2mt,2025-06-24T16:04:57Z,0,0,,en,youtube,2026-01-14T13:23:10.524714
Ugwbi5zsEu5OiaZqLMV4AaABAg,0ssucYoYtYE,1b91ee95c05088dd,2mt,2025-06-24T16:00:33Z,0,0,,en,youtube,2026-01-14T13:23:10.524724
UgxQFLdcjwQbAcPQWOF4AaABAg,Xgw9vIametw,9a13c1570793bd1e,"Get on a call with our Auto-Experts for the best car recommendations that suit your requirements. https:// motoroctane.com/car-consultancy

For faster communication drop a ""hi"" on this WhatsApp link https://wa.me/918779952811

Click on this link to download the app MotorOctane app https://cutt.ly/Aev7p5GP",2025-07-31T06:50:39Z,21,0,,en,youtube,2026-01-14T13:23:11.344421
UgyPaCB_IRsjgJdrv-d4AaABAg,Xgw9vIametw,fbd1e4e93269ab14,"There is a screen in my car ❌️
There is a car around my screen ✅️",2025-07-31T07:59:10Z,106,0,,en,youtube,2026-01-14T13:23:10.888331
Ugx6Hm-un2vMarQj8Wt4AaABAg,Xgw9vIametw,e519ec91cafda395,"Rachit bhai after every two minute's - ""for better aerodynamics"" 😂😂",2025-08-01T06:50:58Z,60,1,,en,youtube,2026-01-14T13:23:10.888338
Ugx6Hm-un2vMarQj8Wt4AaABAg.ALGtqfPkoKRAPXl0x4D-B6,Xgw9vIametw,155884417510d741,thanks for aerodynamic,2025-11-15T06:06:32Z,0,0,Ugx6Hm-un2vMarQj8Wt4AaABAg,en,youtube,2026-01-14T13:23:10.888347
UgycZEA0k30EhkVebTx4AaABAg,Xgw9vIametw,debea888ea02b029,Now tesla will find ghosts 👻 on Indian roads😂😂,2025-07-31T13:35:02Z,16,0,,en,youtube,2026-01-14T13:23:10.888353
UgzqKJFsQWwl2sUjNkp4AaABAg,Xgw9vIametw,c9abeb3a274e53e8,1:58 i thought he will again say for better aerodynamics😂,2025-07-31T09:25:03Z,170,5,,en,youtube,2026-01-14T13:23:10.888359
UgzqKJFsQWwl2sUjNkp4AaABAg.ALEagKVfYEaALFCxbmsEJp,Xgw9vIametw,45f8ef56afabdd3d,😂,2025-07-31T15:08:12Z,2,0,UgzqKJFsQWwl2sUjNkp4AaABAg,en,youtube,2026-01-14T13:23:10.888365
UgzqKJFsQWwl2sUjNkp4AaABAg.ALEagKVfYEaALFgiueIqcX,Xgw9vIametw,3ecf4e1a9682082e,Even I😂😂😂,2025-07-31T19:37:04Z,3,0,UgzqKJFsQWwl2sUjNkp4AaABAg,en,youtube,2026-01-14T13:23:10.888371
UgzqKJFsQWwl2sUjNkp4AaABAg.ALEagKVfYEaALGXuITRAtL,Xgw9vIametw,719835a485a12308,😂,2025-08-01T03:30:29Z,1,0,UgzqKJFsQWwl2sUjNkp4AaABAg,en,youtube,2026-01-14T13:23:10.888376
UgzqKJFsQWwl2sUjNkp4AaABAg.ALEagKVfYEaALRHEnAfNcP,Xgw9vIametw,d2dcbfb3dd22556a,😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2025-08-05T07:36:31Z,0,0,UgzqKJFsQWwl2sUjNkp4AaABAg,en,youtube,2026-01-14T13:23:10.888382
UgzqKJFsQWwl2sUjNkp4AaABAg.ALEagKVfYEaALTUlV2xxmj,Xgw9vIametw,fe59199d9a84047e,😂😂😂😂😂,2025-08-06T04:13:12Z,0,0,UgzqKJFsQWwl2sUjNkp4AaABAg,en,youtube,2026-01-14T13:23:10.888388
Ugw_0z-giivpnExO0sV4AaABAg,Xgw9vIametw,a1d625ddbd4f9c28,"Basically if your touch screen is dead, you have an unusable car😂",2025-08-17T10:36:15Z,7,0,,en,youtube,2026-01-14T13:23:11.344700
UgyY0Coev1U0ctt6DaF4AaABAg,Xgw9vIametw,93e2897f5a5b41bc,0:15 Verna Electric Premium Edition,2025-08-01T11:55:30Z,36,3,,en,youtube,2026-01-14T13:23:10.888399
UgyY0Coev1U0ctt6DaF4AaABAg.ALHRh5NjK83ALctrFKTgnn,Xgw9vIametw,a6d4d7bac4286b08,Looks worse than verna,2025-08-10T05:13:35Z,1,0,UgyY0Coev1U0ctt6DaF4AaABAg,en,youtube,2026-01-14T13:23:10.888405
UgyY0Coev1U0ctt6DaF4AaABAg.ALHRh5NjK83APXk1YNBX0-,Xgw9vIametw,155884417510d741,pr actually verna hi tesla lite he 😂,2025-11-15T05:57:52Z,0,0,UgyY0Coev1U0ctt6DaF4AaABAg,en,youtube,2026-01-14T13:23:10.888411
UgyY0Coev1U0ctt6DaF4AaABAg.ALHRh5NjK83AR8goJGEjSI,Xgw9vIametw,c2808a41d3426f28,😂😂😂,2025-12-25T05:31:29Z,0,0,UgyY0Coev1U0ctt6DaF4AaABAg,en,youtube,2026-01-14T13:23:10.888416
Ugwwy5R9W46uXP6OKIV4AaABAg,Xgw9vIametw,8b7fc175a2e25cf2,Rachit wearing ray ban smart glasses,2025-07-31T09:22:31Z,13,0,,en,youtube,2026-01-14T13:23:10.888422
UgzwMiuXaZ06G7hfzGR4AaABAg,Xgw9vIametw,052b3ce5f9852dcd,Jaldi waha se hato was epic i was not expecting 😂 btw nice video sir,2025-07-31T16:37:31Z,44,0,,en,youtube,2026-01-14T13:23:10.888427
UgyvUjgUA6KIIA5p12F4AaABAg,Xgw9vIametw,2af28467445aaa13,"“It’s frustrating that cars in India are priced nearly double compared to many other countries, yet we still have to deal with poor road infrastructure. It raises real questions about where our taxes are going and whether we’re truly getting value for what we pay.”",2025-07-31T10:16:47Z,120,24,,en,youtube,2026-01-14T13:23:10.888433
UgyvUjgUA6KIIA5p12F4AaABAg.ALEgbE6OT2rALEjIUoadOV,Xgw9vIametw,ba659c6b540186fb,Tex bhar kitna log he pahle wo bhi bata do bhai jitna population he usme se 50 percent bhi tex pay ho rahe he kya pahle chek to kar lo bs sawal utha dena aasan he,2025-07-31T10:40:18Z,7,0,UgyvUjgUA6KIIA5p12F4AaABAg,en,youtube,2026-01-14T13:23:10.888439
UgyvUjgUA6KIIA5p12F4AaABAg.ALEgbE6OT2rALEk0OpoeKm,Xgw9vIametw,2af28467445aaa13,@ishanagnihotri6691when u pay for something which is highly valued wid high taxes & with no proper infrastructure den you’ll knw … bandar 🐒 kya jaane adrak 🫚 ka swadh,2025-07-31T10:46:35Z,0,0,UgyvUjgUA6KIIA5p12F4AaABAg,en,youtube,2026-01-14T13:23:10.888444
UgyvUjgUA6KIIA5p12F4AaABAg.ALEgbE6OT2rALEkDCWr96R,Xgw9vIametw,2af28467445aaa13,⁠@ishanagnihotri6691BTW it’s Tax not Tex ok raja babu 😂,2025-07-31T10:48:19Z,18,0,UgyvUjgUA6KIIA5p12F4AaABAg,en,youtube,2026-01-14T13:23:10.888449
UgyvUjgUA6KIIA5p12F4AaABAg.ALEgbE6OT2rALElRU7Ue-_,Xgw9vIametw,50b056c82a60e9ae,It's going in the wallets of politicians so that they can buy overpriced fortuner.,2025-07-31T10:59:00Z,0,0,UgyvUjgUA6KIIA5p12F4AaABAg,en,youtube,2026-01-14T13:23:10.888484
UgyvUjgUA6KIIA5p12F4AaABAg.ALEgbE6OT2rALErpJ8eyi7,Xgw9vIametw,d46290c317de2e7f,@ishanagnihotri6691indirect tax nam ki koi cheez hoti hai 😅school may pade nahi ho kise tax system work karta hai?,2025-07-31T11:54:49Z,7,0,UgyvUjgUA6KIIA5p12F4AaABAg,en,youtube,2026-01-14T13:23:10.888492
UgxJHHvfX0EDqbMA8FV4AaABAg,Xgw9vIametw,e3f1441eb26b85da,20:48 idhar bike pe lambi lambi steel rods bhi carry karte h. Autopilot ne miss kr diya toh ☠️,2025-07-31T15:27:36Z,43,2,,en,youtube,2026-01-14T13:23:10.888501
UgxJHHvfX0EDqbMA8FV4AaABAg.ALFFAgsO2wvALGwELRsyS5,Xgw9vIametw,ee96c482c7158b8b,Final destination bn jyegi irl,2025-08-01T07:11:49Z,2,0,UgxJHHvfX0EDqbMA8FV4AaABAg,en,youtube,2026-01-14T13:23:10.888517
UgxJHHvfX0EDqbMA8FV4AaABAg.ALFFAgsO2wvALHjeaX69Je,Xgw9vIametw,b3fcb5d3d6fb6feb,Spacex ka armoured glass laga hua hai. Lohe se majbut,2025-08-01T14:41:11Z,1,0,UgxJHHvfX0EDqbMA8FV4AaABAg,en,youtube,2026-01-14T13:23:10.888523
Ugxu8bqNlUz6iyoMYrB4AaABAg,Xgw9vIametw,12cdc113e6a4d586,Ab hoga tesla ka asli test,2025-07-31T06:46:43Z,16,1,,en,youtube,2026-01-14T13:23:10.888529
Ugxu8bqNlUz6iyoMYrB4AaABAg.ALEJZb6kcBaALEP4X8HxQi,Xgw9vIametw,b241c8ba74351a12,Jab tak aruna panwar ka Jamin se gadi nenhi niklega tabtak real test nenhi ho payega 😅😅,2025-07-31T07:34:54Z,4,0,Ugxu8bqNlUz6iyoMYrB4AaABAg,en,youtube,2026-01-14T13:23:10.888535
Ugxruzfgvw_PhTx__nR4AaABAg,Xgw9vIametw,4333e42c6a377b61,Booked harrier ev yesterday 🥰,2025-07-31T16:17:48Z,18,0,,en,youtube,2026-01-14T13:23:10.888540
UgyOpyjCQHlAN2yneW94AaABAg,Xgw9vIametw,08a6787b0093e973,Review to aise dekha maine jaise khareedne wala he hu🤭,2025-08-02T15:37:29Z,2,0,,en,youtube,2026-01-14T13:23:10.888546
UgwDcfErZ2ufJ7BceLx4AaABAg,Xgw9vIametw,53d59c4cb4e4a651,1:17 Tesla ❌ Tax-La ✅,2025-07-31T11:31:20Z,43,1,,en,youtube,2026-01-14T13:23:10.888551
UgwDcfErZ2ufJ7BceLx4AaABAg.ALEp8ImfCi1ALFgkQhwYtn,Xgw9vIametw,3ecf4e1a9682082e,😂,2025-07-31T19:37:17Z,2,0,UgwDcfErZ2ufJ7BceLx4AaABAg,en,youtube,2026-01-14T13:23:10.888557
Ugxsp_mTJHSKn3ztvNR4AaABAg,Xgw9vIametw,3cce3d71e092b534,Bhai apka video ka baat ho kuchh aur h full satisfied ho jate,2025-07-31T06:57:07Z,5,0,,en,youtube,2026-01-14T13:23:10.888562
UgxDchYK1-IC7y4Mn214AaABAg,Xgw9vIametw,198956fedfa0c104,"We are all Operations Sindur, we support Bharat 🇮🇳. We love Tata and Mahindra❤❤",2025-08-01T16:23:00Z,3,0,,en,youtube,2026-01-14T13:23:10.888567
UgwI7tQ9q5APByemdQF4AaABAg,Xgw9vIametw,408a3051e57a62ee,Been waiting for this car on your channel 🫂,2025-07-31T07:33:11Z,13,0,,en,youtube,2026-01-14T13:23:10.888573
Ugw9qc_X5yfR4h0k6Kd4AaABAg,Xgw9vIametw,0832a9cfbfaa8f33,Next video harrier ev vs xev 9e detailed comparison,2025-07-31T12:21:47Z,4,0,,en,youtube,2026-01-14T13:23:10.888578
Ugyiqg4geffCtu1Q_gx4AaABAg,Xgw9vIametw,5224173a0fd7b321,8:31 lol😂😂😂😂😂,2025-08-03T06:41:43Z,4,0,,en,youtube,2026-01-14T13:23:10.888584
UgzEZ_uP0QfJCS32lL94AaABAg,Xgw9vIametw,312b5c7ae2392fce,Sahab itni bdii screen de hi di hai to ek keyboard aur mouse bhi de dete,2025-08-01T14:26:13Z,0,0,,en,youtube,2026-01-14T13:23:10.888590
UgxetHPw-l-Xv7Dzh1x4AaABAg,Xgw9vIametw,4f1aec6471259c4e,"Amazing Tech Brother ❤️🔥👌
Maha-Comparo Needed Be6 Xev 9E Tesla Kia ev9 etc",2025-07-31T06:53:13Z,32,1,,en,youtube,2026-01-14T13:23:10.888595
UgxetHPw-l-Xv7Dzh1x4AaABAg.ALEKJJvapMeALcuWc-Tjoe,Xgw9vIametw,ab602bc33379c420,25 lakh vs 65 lakh. There is simply no comparo😂,2025-08-10T05:19:22Z,0,0,UgxetHPw-l-Xv7Dzh1x4AaABAg,en,youtube,2026-01-14T13:23:10.888601
Ugzh1d1MGtxaUkp8Sb14AaABAg,Xgw9vIametw,347033bb1758cf6b,7:20 when you honk it saves the footage. The dash cam is always active.,2025-08-07T04:47:49Z,1,0,,en,youtube,2026-01-14T13:23:10.888606
UgxxBiSP-6H9dO7oSrR4AaABAg,Xgw9vIametw,4903569171ff4b93,"Most detailed review but didn’t test the speakers 
Classic motor octane 🙄🙄",2025-08-01T17:06:27Z,1,0,,en,youtube,2026-01-14T13:23:10.888612
Ugy-ADy8iDQt3GMsacV4AaABAg,Xgw9vIametw,84bf18cad2023c60,First time detailed review and less drama I really like the review and the video,2025-11-03T15:42:59Z,0,1,,en,youtube,2026-01-14T13:23:11.344529
Ugy-ADy8iDQt3GMsacV4AaABAg.AP3tSW9SqeqAP4FOI00Nz2,Xgw9vIametw,9a13c1570793bd1e,All our reviews are like that only,2025-11-03T19:03:23Z,0,0,Ugy-ADy8iDQt3GMsacV4AaABAg,en,youtube,2026-01-14T13:23:10.888623
UgwIVZtR5bH4SMYqBC14AaABAg,Xgw9vIametw,74e49fff0cab3cc4,Fog me helpful h ye screen showing clearly objects👍,2025-08-12T14:39:16Z,0,0,,en,youtube,2026-01-14T13:23:11.344764
UgzNl5swy9tONFL1cuh4AaABAg,Xgw9vIametw,e60dc7b77362941b,Why there is no tesla logo on steering wheel front and rear😂,2025-08-06T07:43:53Z,0,0,,en,youtube,2026-01-14T13:23:10.888634
UgzVnfT8k1WtBovK5CR4AaABAg,Xgw9vIametw,cc7b99e1245993b4,Muted review on purpose so as to not overshadow the channel sponsor Mahindra.,2026-01-05T10:32:07Z,0,0,,en,youtube,2026-01-14T13:23:11.344454
UgyDp7PAOr_O1bJpoe14AaABAg,Xgw9vIametw,b67228ad738568a0,"Ye hai wo hai, for better aerodynamics 😂",2025-08-02T09:45:35Z,2,0,,en,youtube,2026-01-14T13:23:10.888644
UgzJ34OyY0hWO4jfd9x4AaABAg,Xgw9vIametw,d4acc1bcd6090dcf,"abhi maza ayega na bhidu 👏 
now the competition will be tougher",2025-07-31T13:45:26Z,1,0,,en,youtube,2026-01-14T13:23:10.888649
UgyQfwNfMoYEC8t1V_54AaABAg,Xgw9vIametw,f499ac3b83d41151,Seriously I had test driven Tesla and I did not know about the gear button on the top 😳 neither sales person told me.  Thank you Rachit 😊,2025-07-31T12:19:36Z,1,0,,en,youtube,2026-01-14T13:23:10.888654
Ugy2ksb7igjl4Z3HGgJ4AaABAg,Xgw9vIametw,dcaf7df6a31e34a0,I live in europe so horn and dashcam make sense here. but not in india where every other sec is honking.,2025-08-06T00:20:54Z,0,0,,en,youtube,2026-01-14T13:23:10.888659
UgwO8sbFo-x0yqQ-e914AaABAg,Xgw9vIametw,9c5acf02f1de7fc4,"If tesla can give all these features in just 32 lakh INR then why indian automotive brands do so much cost cutting.
Tesla is definitely value for money car, although the prices are very high in india due to high import  duties.
I hope they will manufacture in india soon and give competition to indian brands and push them to innovate.",2025-08-05T17:14:26Z,4,0,,en,youtube,2026-01-14T13:23:10.888664
UgxvWSz4cNN3sWE-F4x4AaABAg,Xgw9vIametw,50da394a47d0830b,This video is made for better aerodynamics,2025-08-01T10:47:48Z,0,0,,en,youtube,2026-01-14T13:23:10.888670
UgzfQxe7rBXVNJ_B-1h4AaABAg,Xgw9vIametw,a4f60d770edd9630,This is called a futuristic car,2025-08-01T21:04:31Z,1,0,,en,youtube,2026-01-14T13:23:10.888675
UgwF6WPFjIAe_MsC6KZ4AaABAg,Xgw9vIametw,244c68803fea6557,They are late. They were waiting for byd and Indian brands to test ev market but that market is captured now.,2025-08-06T13:46:29Z,0,0,,en,youtube,2026-01-14T13:23:10.888685
UgyIOW4RRLytigT_yQ94AaABAg,Xgw9vIametw,cab57d478c6b4ba0,Nice,2025-08-11T17:13:36Z,0,0,,en,youtube,2026-01-14T13:23:11.344810
Ugw4OufWDc5Wbll2mn54AaABAg,Xgw9vIametw,5b705b73c3e54df5,"will wait for Maha  comparison video - Tesla Y, BYD Sealion 7, Kia EV 6, Hyundai ionic 6",2025-08-03T08:13:53Z,5,1,,en,youtube,2026-01-14T13:23:11.230330
Ugw4OufWDc5Wbll2mn54AaABAg.ALMBvfXYo4iALdQ0eNcBj-,Xgw9vIametw,efe3c5ef5bc9f74f,with mg windsor ev,2025-08-10T10:03:22Z,1,0,Ugw4OufWDc5Wbll2mn54AaABAg,en,youtube,2026-01-14T13:23:11.230357
UgwXw3dseTRjJPOo6jl4AaABAg,Xgw9vIametw,2025012aa7ab6a08,Stearing wheel ka bhe control display me de dete to or bhe minimalist hojati😂 ye ek muzak tha,2025-07-31T19:20:57Z,0,0,,en,youtube,2026-01-14T13:23:11.230364
UgzBr4n8xSFxbFB6jt14AaABAg,Xgw9vIametw,d9be36c81ceb297d,After that tarrif things I support indian EVs specially harrier ev,2025-08-02T04:22:14Z,0,0,,en,youtube,2026-01-14T13:23:11.230370
Ugy9zuAyUNubihERGM14AaABAg,Xgw9vIametw,f2ee9629d0929967,Instrumental cluster kidhar gaya😂,2025-07-31T07:54:11Z,0,0,,en,youtube,2026-01-14T13:23:11.230375
Ugx0NSoI_iCrPhxlykd4AaABAg,Xgw9vIametw,0ffaad7d0c865352,ground clearance is the biggest issue in India. Government needs to work on it.,2025-08-11T05:15:32Z,0,0,,en,youtube,2026-01-14T13:23:11.344823
UgyV_7Dud7iNLfdiGxh4AaABAg,Xgw9vIametw,47ffed03acf49d9a,This video is made for better aerodynamics 😂😂😂😂,2025-09-30T09:12:02Z,1,0,,en,youtube,2026-01-14T13:23:11.344596
Ugz5Wm0V1oSaEOCXqg54AaABAg,Xgw9vIametw,5b705b73c3e54df5,Please make a video on actual km range test and drive on hills,2025-08-03T08:10:39Z,0,0,,en,youtube,2026-01-14T13:23:11.230390
UgyQgmbVbaeXQrTiCT54AaABAg,Xgw9vIametw,b0488536b5c053c8,Booked toyata land cruiser monday,2025-08-03T06:40:18Z,0,0,,en,youtube,2026-01-14T13:23:11.230396
Ugy8VbRHzVlvQEwYFzR4AaABAg,Xgw9vIametw,d1d8de0d148297d0,Bittu coupler to coupler ke pass lejaob karol bagha me original se accha kaam krke dega,2025-08-03T07:23:45Z,0,0,,en,youtube,2026-01-14T13:23:11.230401
UgwpmzCGy1fA52xXEnN4AaABAg,Xgw9vIametw,b3390af64a32bbcd,Best engineering and technology,2025-08-03T02:12:41Z,1,0,,en,youtube,2026-01-14T13:23:11.230406
UgzM6j9hbAizBUzDn894AaABAg,Xgw9vIametw,5ab2028b39fbcef1,We need physical buttons,2025-08-07T16:31:39Z,0,0,,en,youtube,2026-01-14T13:23:11.344947
UgzGNDqZyWLrfebqllV4AaABAg,Xgw9vIametw,eec1ccb77fb8db5f,Video is all about....aerodynamics😂,2025-08-05T06:54:22Z,0,0,,en,youtube,2026-01-14T13:23:11.230416
UgysZ-VV_vdKz1djKhZ4AaABAg,Xgw9vIametw,dd1c6a941e6242de,Upcoming cars pe video bnao bhai,2025-08-01T18:26:43Z,0,0,,en,youtube,2026-01-14T13:23:11.230421
Ugwhycc0O7ptXFfsZnt4AaABAg,Xgw9vIametw,fcfadcdfefd5cba6,It has ultra sonic sensors for parking at least in US model that are hidden,2025-07-31T16:07:46Z,1,0,,en,youtube,2026-01-14T13:23:11.230426
UgwU8mULqqm7eC5jkrx4AaABAg,Xgw9vIametw,2e5f624dc076c477,Best video of this channel so far. Everything has gone even more up a notch.,2025-07-31T19:27:04Z,0,0,,en,youtube,2026-01-14T13:23:11.230431
UgyRDm8N-BIilUlOyst4AaABAg,Xgw9vIametw,fc05eb3a103c0795,Please karol bagh mai esk sab parts available hai 😅😅,2025-08-01T01:23:55Z,0,0,,en,youtube,2026-01-14T13:23:11.230436
Ugwg-uC2sF605Rss2EZ4AaABAg,Xgw9vIametw,9277d4799f0c150e,"Tata and Mahindra should introduce sentry cam like feature, just use the 360 cams for recording as well, gives them more functionality",2025-07-31T18:38:01Z,0,0,,en,youtube,2026-01-14T13:23:11.230441
UgyFyddzGfjj7LoumgB4AaABAg,Xgw9vIametw,6c56630dfd10e2f6,Sab thik hai lekin isaka design xcent jaisa kyu lag raha hai 😂,2025-09-07T15:24:53Z,1,0,,en,youtube,2026-01-14T13:23:11.344637
UgwAqAx0uvWHysf4USd4AaABAg,Xgw9vIametw,353010f9bad775c0,Mast h ❤❤❤,2025-10-23T20:48:00Z,0,0,,en,youtube,2026-01-14T13:23:11.344561
UgwxTV0quxi2lX2qPe94AaABAg,Xgw9vIametw,545221cc23812050,"I have been driving a Tesla Model Y Juniper in the US for three months. Some people are comparing it to Verna. The Tesla Model Y Juniper is excellent. Full self-driving is a game changer. At 70 lakhs, it's expensive even in the US.",2025-08-11T07:56:45Z,1,0,,en,youtube,2026-01-14T13:23:11.344817
UgzQcUKhulO-sr3uz654AaABAg,Xgw9vIametw,2df4fda895666cd6,I prefer the Car loan financer with better aerodynamics...😊,2025-08-17T02:56:13Z,0,0,,en,youtube,2026-01-14T13:23:11.344720
UgxGvvoANWfxnsVIjLN4AaABAg,Xgw9vIametw,c24cd22241548037,Nice 👍,2025-08-03T16:04:38Z,0,0,,en,youtube,2026-01-14T13:23:11.230467
